,date,hour,source,target
11126,2004-05-06,5,372,639
11127,2004-05-06,5,372,429
11128,2004-05-06,5,372,569
11129,2004-05-06,5,372,569
11130,2004-05-06,5,539,765
11131,2004-05-06,5,639,372
11132,2004-05-06,5,392,372
11133,2004-05-06,5,739,392
11134,2004-05-06,5,539,765
11135,2004-05-06,5,249,474
11136,2004-05-06,5,569,372
11137,2004-05-06,5,372,639
11138,2004-05-06,5,372,392
11139,2004-05-06,5,683,48
11140,2004-05-06,5,372,569
11141,2004-05-06,5,254,30
11142,2004-05-06,5,603,283
11143,2004-05-06,5,569,372
11144,2004-05-06,5,48,683
11145,2004-05-06,5,372,758
11146,2004-05-06,5,372,766
11147,2004-05-06,5,372,569
11148,2004-05-06,5,758,372
11149,2004-05-06,5,758,103
11150,2004-05-06,5,766,372
11151,2004-05-06,5,372,569
11152,2004-05-06,5,249,474
11153,2004-05-06,5,249,474
11154,2004-05-06,5,639,372
11155,2004-05-06,5,372,758
11156,2004-05-06,5,372,766
11157,2004-05-06,5,372,639
11158,2004-05-06,5,758,372
11159,2004-05-06,5,767,766
11160,2004-05-06,5,642,474
11161,2004-05-06,5,297,272
11162,2004-05-06,5,474,642
11163,2004-05-06,5,642,758
11164,2004-05-06,5,642,474
11165,2004-05-06,5,474,642
11166,2004-05-06,5,462,299
11167,2004-05-06,5,642,474
11168,2004-05-06,5,474,642
11169,2004-05-06,5,758,642
11170,2004-05-06,5,758,642
11171,2004-05-06,5,642,758
11172,2004-05-06,5,642,758
11173,2004-05-06,6,74,753
11174,2004-05-06,6,569,372
11175,2004-05-06,6,679,62
11176,2004-05-06,6,766,372
11177,2004-05-06,6,642,735
11178,2004-05-06,6,642,721
11179,2004-05-06,6,517,96
11180,2004-05-06,6,626,758
11181,2004-05-06,6,74,758
11182,2004-05-06,6,683,48
11183,2004-05-06,6,193,538
11184,2004-05-06,6,758,74
11185,2004-05-06,6,758,626
11186,2004-05-06,6,758,642
11187,2004-05-06,6,679,474
11188,2004-05-06,6,538,193
11189,2004-05-06,6,48,683
11190,2004-05-06,6,679,474
11191,2004-05-06,6,193,538
11192,2004-05-06,6,595,172
11193,2004-05-06,6,263,495
11194,2004-05-06,6,538,193
11195,2004-05-06,6,679,474
11196,2004-05-06,6,193,538
11197,2004-05-06,6,172,595
11198,2004-05-06,6,74,758
11199,2004-05-06,6,263,317
11200,2004-05-06,6,263,337
11201,2004-05-06,6,263,272
11202,2004-05-06,6,479,758
11203,2004-05-06,6,263,308
11204,2004-05-06,6,263,281
11205,2004-05-06,6,263,332
11206,2004-05-06,6,595,172
11207,2004-05-06,6,758,479
11208,2004-05-06,6,683,48
11209,2004-05-06,6,595,321
11210,2004-05-06,6,479,758
11211,2004-05-06,6,538,193
11212,2004-05-06,6,538,193
11213,2004-05-06,6,626,758
11214,2004-05-06,6,72,768
11215,2004-05-06,6,193,538
11216,2004-05-06,6,199,72
11217,2004-05-06,6,448,711
11218,2004-05-06,6,704,758
11219,2004-05-06,6,536,372
11220,2004-05-06,6,509,616
11221,2004-05-06,6,509,454
11222,2004-05-06,6,509,272
11223,2004-05-06,6,509,316
11224,2004-05-06,6,479,474
11225,2004-05-06,6,272,509
11226,2004-05-06,6,509,306
11227,2004-05-06,6,474,479
11228,2004-05-06,6,509,272
11229,2004-05-06,6,704,393
11230,2004-05-06,6,592,74
11231,2004-05-06,6,479,474
11232,2004-05-06,6,592,350
11233,2004-05-06,6,592,622
11234,2004-05-06,6,41,769
11235,2004-05-06,6,72,199
11236,2004-05-06,6,474,479
11237,2004-05-06,6,704,297
11238,2004-05-06,6,509,592
11239,2004-05-06,6,592,509
11240,2004-05-06,6,704,96
11241,2004-05-06,6,509,364
11242,2004-05-06,6,768,564
11243,2004-05-06,6,739,540
11244,2004-05-06,6,509,592
11245,2004-05-06,6,323,642
11246,2004-05-06,6,509,140
11247,2004-05-06,6,758,626
11248,2004-05-06,6,509,758
11249,2004-05-06,6,758,479
11250,2004-05-06,6,319,338
11251,2004-05-06,6,728,323
11252,2004-05-06,6,27,278
11253,2004-05-06,6,679,72
11254,2004-05-06,7,762,627
11255,2004-05-06,7,738,626
11256,2004-05-06,7,767,766
11257,2004-05-06,7,762,758
11258,2004-05-06,7,758,762
11259,2004-05-06,7,38,592
11260,2004-05-06,7,481,429
11261,2004-05-06,7,704,758
11262,2004-05-06,7,19,711
11263,2004-05-06,7,733,758
11264,2004-05-06,7,642,758
11265,2004-05-06,7,679,72
11266,2004-05-06,7,639,509
11267,2004-05-06,7,642,323
11268,2004-05-06,7,233,732
11269,2004-05-06,7,733,297
11270,2004-05-06,7,681,762
11271,2004-05-06,7,654,738
11272,2004-05-06,7,733,639
11273,2004-05-06,7,449,132
11274,2004-05-06,7,733,454
11275,2004-05-06,7,605,272
11276,2004-05-06,7,308,769
11277,2004-05-06,7,449,289
11278,2004-05-06,7,741,758
11279,2004-05-06,7,741,474
11280,2004-05-06,7,586,758
11281,2004-05-06,7,307,317
11282,2004-05-06,7,758,741
11283,2004-05-06,7,479,758
11284,2004-05-06,7,74,592
11285,2004-05-06,7,704,766
11286,2004-05-06,7,193,233
11287,2004-05-06,7,492,598
11288,2004-05-06,7,733,758
11289,2004-05-06,7,758,479
11290,2004-05-06,7,741,758
11291,2004-05-06,7,770,454
11292,2004-05-06,7,758,741
11293,2004-05-06,7,74,73
11294,2004-05-06,7,402,632
11295,2004-05-06,7,758,741
11296,2004-05-06,7,645,325
11297,2004-05-06,7,605,317
11298,2004-05-06,7,697,741
11299,2004-05-06,7,768,72
11300,2004-05-06,7,758,762
11301,2004-05-06,7,193,595
11302,2004-05-06,7,762,758
11303,2004-05-06,7,325,645
11304,2004-05-06,7,95,654
11305,2004-05-06,7,72,768
11306,2004-05-06,7,719,154
11307,2004-05-06,7,719,154
11308,2004-05-06,7,719,154
11309,2004-05-06,7,768,214
11310,2004-05-06,7,509,454
11311,2004-05-06,7,758,762
11312,2004-05-06,7,551,592
11313,2004-05-06,7,357,753
11314,2004-05-06,7,770,297
11315,2004-05-06,7,768,72
11316,2004-05-06,7,596,317
11317,2004-05-06,7,34,396
11318,2004-05-06,7,99,654
11319,2004-05-06,7,768,72
11320,2004-05-06,7,654,99
11321,2004-05-06,7,401,368
11322,2004-05-06,7,8,771
11323,2004-05-06,7,654,95
11324,2004-05-06,7,741,758
11325,2004-05-06,7,401,639
11326,2004-05-06,7,254,697
11327,2004-05-06,7,514,617
11328,2004-05-06,7,72,768
11329,2004-05-06,7,727,389
11330,2004-05-06,7,754,583
11331,2004-05-06,7,697,741
11332,2004-05-06,7,514,392
11333,2004-05-06,7,679,72
11334,2004-05-06,7,679,102
11335,2004-05-06,7,74,765
11336,2004-05-06,7,697,741
11337,2004-05-06,7,605,341
11338,2004-05-06,7,758,741
11339,2004-05-06,7,307,317
11340,2004-05-06,7,72,768
11341,2004-05-06,7,654,95
11342,2004-05-06,7,73,753
11343,2004-05-06,7,679,102
11344,2004-05-06,7,697,741
11345,2004-05-06,7,352,97
11346,2004-05-06,7,741,758
11347,2004-05-06,7,654,34
11348,2004-05-06,7,307,642
11349,2004-05-06,7,753,73
11350,2004-05-06,7,509,389
11351,2004-05-06,7,697,741
11352,2004-05-06,7,400,286
11353,2004-05-06,7,509,454
11354,2004-05-06,8,697,741
11355,2004-05-06,8,73,753
11356,2004-05-06,8,753,74
11357,2004-05-06,8,758,741
11358,2004-05-06,8,307,642
11359,2004-05-06,8,753,73
11360,2004-05-06,8,357,758
11361,2004-05-06,8,621,772
11362,2004-05-06,8,73,389
11363,2004-05-06,8,697,741
11364,2004-05-06,8,747,761
11365,2004-05-06,8,389,482
11366,2004-05-06,8,617,514
11367,2004-05-06,8,773,401
11368,2004-05-06,8,719,712
11369,2004-05-06,8,741,758
11370,2004-05-06,8,307,642
11371,2004-05-06,8,389,236
11372,2004-05-06,8,73,753
11373,2004-05-06,8,278,27
11374,2004-05-06,8,389,727
11375,2004-05-06,8,389,73
11376,2004-05-06,8,400,617
11377,2004-05-06,8,753,73
11378,2004-05-06,8,263,762
11379,2004-05-06,8,392,514
11380,2004-05-06,8,758,741
11381,2004-05-06,8,768,774
11382,2004-05-06,8,102,758
11383,2004-05-06,8,73,753
11384,2004-05-06,8,400,474
11385,2004-05-06,8,741,758
11386,2004-05-06,8,758,102
11387,2004-05-06,8,642,774
11388,2004-05-06,8,697,741
11389,2004-05-06,8,97,352
11390,2004-05-06,8,753,73
11391,2004-05-06,8,774,642
11392,2004-05-06,8,753,73
11393,2004-05-06,8,758,741
11394,2004-05-06,8,357,758
11395,2004-05-06,8,768,774
11396,2004-05-06,8,739,302
11397,2004-05-06,8,642,774
11398,2004-05-06,8,41,719
11399,2004-05-06,8,768,774
11400,2004-05-06,8,592,74
11401,2004-05-06,8,741,758
11402,2004-05-06,8,254,352
11403,2004-05-06,8,357,758
11404,2004-05-06,8,495,263
11405,2004-05-06,8,774,642
11406,2004-05-06,8,372,758
11407,2004-05-06,8,372,392
11408,2004-05-06,8,774,775
11409,2004-05-06,8,605,511
11410,2004-05-06,8,276,711
11411,2004-05-06,8,479,753
11412,2004-05-06,8,626,738
11413,2004-05-06,8,741,758
11414,2004-05-06,8,642,673
11415,2004-05-06,8,771,8
11416,2004-05-06,8,479,712
11417,2004-05-06,8,372,569
11418,2004-05-06,8,758,741
11419,2004-05-06,8,400,396
11420,2004-05-06,8,372,766
11421,2004-05-06,8,642,774
11422,2004-05-06,8,768,774
11423,2004-05-06,8,372,536
11424,2004-05-06,8,711,276
11425,2004-05-06,8,776,401
11426,2004-05-06,8,372,392
11427,2004-05-06,8,753,479
11428,2004-05-06,8,73,753
11429,2004-05-06,8,761,747
11430,2004-05-06,8,758,741
11431,2004-05-06,8,605,400
11432,2004-05-06,8,357,758
11433,2004-05-06,8,758,372
11434,2004-05-06,8,774,642
11435,2004-05-06,8,754,583
11436,2004-05-06,8,776,773
11437,2004-05-06,8,95,592
11438,2004-05-06,8,605,272
11439,2004-05-06,8,372,389
11440,2004-05-06,8,277,777
11441,2004-05-06,8,642,774
11442,2004-05-06,8,372,761
11443,2004-05-06,8,492,774
11444,2004-05-06,8,357,758
11445,2004-05-06,8,592,95
11446,2004-05-06,8,753,73
11447,2004-05-06,8,184,389
11448,2004-05-06,8,592,95
11449,2004-05-06,8,492,712
11450,2004-05-06,8,754,583
11451,2004-05-06,8,605,400
11452,2004-05-06,8,754,778
11453,2004-05-06,8,779,607
11454,2004-05-06,8,704,393
11455,2004-05-06,8,73,753
11456,2004-05-06,8,681,52
11457,2004-05-06,8,357,758
11458,2004-05-06,8,492,774
11459,2004-05-06,8,400,607
11460,2004-05-06,8,739,778
11461,2004-05-06,8,673,642
11462,2004-05-06,8,220,479
11463,2004-05-06,8,753,73
11464,2004-05-06,8,679,72
11465,2004-05-06,8,642,673
11466,2004-05-06,8,592,306
11467,2004-05-06,8,762,263
11468,2004-05-06,8,774,642
11469,2004-05-06,8,73,753
11470,2004-05-06,8,605,644
11471,2004-05-06,8,569,372
11472,2004-05-06,8,642,774
11473,2004-05-06,8,607,400
11474,2004-05-06,8,492,774
11475,2004-05-06,8,474,741
11476,2004-05-06,8,762,626
11477,2004-05-06,8,400,758
11478,2004-05-06,8,605,400
11479,2004-05-06,8,357,758
11480,2004-05-06,8,762,48
11481,2004-05-06,8,474,400
11482,2004-05-06,8,586,774
11483,2004-05-06,8,48,683
11484,2004-05-06,8,492,774
11485,2004-05-06,8,492,774
11486,2004-05-06,8,592,285
11487,2004-05-06,8,48,762
11488,2004-05-06,8,400,607
11489,2004-05-06,8,642,367
11490,2004-05-06,8,372,73
11491,2004-05-06,8,367,642
11492,2004-05-06,8,753,73
11493,2004-05-06,8,34,592
11494,2004-05-06,8,400,474
11495,2004-05-06,8,758,400
11496,2004-05-06,8,372,758
11497,2004-05-06,8,8,771
11498,2004-05-06,8,95,592
11499,2004-05-06,8,372,569
11500,2004-05-06,8,73,753
11501,2004-05-06,8,586,768
11502,2004-05-06,8,605,644
11503,2004-05-06,8,492,774
11504,2004-05-06,8,592,34
11505,2004-05-06,8,607,400
11506,2004-05-06,8,372,569
11507,2004-05-06,8,73,372
11508,2004-05-06,8,762,562
11509,2004-05-06,8,69,727
11510,2004-05-06,8,103,617
11511,2004-05-06,8,642,367
11512,2004-05-06,8,474,400
11513,2004-05-06,8,592,95
11514,2004-05-06,8,728,323
11515,2004-05-06,8,586,774
11516,2004-05-06,8,679,72
11517,2004-05-06,8,605,400
11518,2004-05-06,8,728,762
11519,2004-05-06,8,761,388
11520,2004-05-06,8,367,642
11521,2004-05-06,8,555,762
11522,2004-05-06,8,34,592
11523,2004-05-06,8,400,607
11524,2004-05-06,8,95,592
11525,2004-05-06,8,780,41
11526,2004-05-06,8,212,741
11527,2004-05-06,8,592,34
11528,2004-05-06,8,388,761
11529,2004-05-06,8,536,372
11530,2004-05-06,8,181,495
11531,2004-05-06,8,34,761
11532,2004-05-06,8,276,711
11533,2004-05-06,8,590,626
11534,2004-05-06,8,780,769
11535,2004-05-06,8,761,388
11536,2004-05-06,8,597,211
11537,2004-05-06,8,761,34
11538,2004-05-06,8,34,592
11539,2004-05-06,8,761,372
11540,2004-05-06,8,34,761
11541,2004-05-06,8,762,142
11542,2004-05-06,8,41,780
11543,2004-05-06,8,388,761
11544,2004-05-06,8,181,454
11545,2004-05-06,8,780,41
11546,2004-05-06,8,316,509
11547,2004-05-06,8,41,780
11548,2004-05-06,8,642,781
11549,2004-05-06,8,780,41
11550,2004-05-06,8,41,780
11551,2004-05-06,8,562,762
11552,2004-05-06,8,592,95
11553,2004-05-06,8,780,41
11554,2004-05-06,8,398,782
11555,2004-05-06,8,400,474
11556,2004-05-06,8,642,90
11557,2004-05-06,8,592,34
11558,2004-05-06,8,41,780
11559,2004-05-06,8,454,509
11560,2004-05-06,8,400,392
11561,2004-05-06,8,780,41
11562,2004-05-06,8,770,454
11563,2004-05-06,8,41,783
11564,2004-05-06,8,728,607
11565,2004-05-06,8,41,780
11566,2004-05-06,8,263,495
11567,2004-05-06,8,679,72
11568,2004-05-06,8,605,272
11569,2004-05-06,8,646,638
11570,2004-05-06,8,103,592
11571,2004-05-06,8,364,509
11572,2004-05-06,8,642,781
11573,2004-05-06,8,90,642
11574,2004-05-06,8,780,41
11575,2004-05-06,8,642,90
11576,2004-05-06,8,454,181
11577,2004-05-06,8,592,103
11578,2004-05-06,8,103,774
11579,2004-05-06,8,41,780
11580,2004-05-06,8,263,762
11581,2004-05-06,8,161,617
11582,2004-05-06,8,95,592
11583,2004-05-06,8,697,482
11584,2004-05-06,8,758,372
11585,2004-05-06,8,605,644
11586,2004-05-06,8,103,592
11587,2004-05-06,8,634,657
11588,2004-05-06,8,780,41
11589,2004-05-06,8,41,780
11590,2004-05-06,8,762,263
11591,2004-05-06,8,753,400
11592,2004-05-06,8,770,454
11593,2004-05-06,8,642,475
11594,2004-05-06,8,534,67
11595,2004-05-06,8,728,607
11596,2004-05-06,8,679,72
11597,2004-05-06,8,400,784
11598,2004-05-06,8,400,783
11599,2004-05-06,8,103,534
11600,2004-05-06,8,686,263
11601,2004-05-06,8,569,372
11602,2004-05-06,8,400,783
11603,2004-05-06,8,429,372
11604,2004-05-06,8,711,276
11605,2004-05-06,8,753,646
11606,2004-05-06,8,785,786
11607,2004-05-06,8,400,776
11608,2004-05-06,8,586,774
11609,2004-05-06,8,783,400
11610,2004-05-06,8,400,774
11611,2004-05-06,8,372,536
11612,2004-05-06,8,766,372
11613,2004-05-06,8,99,654
11614,2004-05-06,8,286,400
11615,2004-05-06,8,592,95
11616,2004-05-06,8,181,454
11617,2004-05-06,8,392,400
11618,2004-05-06,8,372,761
11619,2004-05-06,8,309,626
11620,2004-05-06,8,642,781
11621,2004-05-06,8,306,592
11622,2004-05-06,8,400,286
11623,2004-05-06,8,463,687
11624,2004-05-06,8,372,758
11625,2004-05-06,8,212,760
11626,2004-05-06,8,128,372
11627,2004-05-06,8,463,74
11628,2004-05-06,8,263,762
11629,2004-05-06,8,586,454
11630,2004-05-06,8,386,514
11631,2004-05-06,8,463,73
11632,2004-05-06,9,463,252
11633,2004-05-06,9,372,569
11634,2004-05-06,9,733,783
11635,2004-05-06,9,642,766
11636,2004-05-06,9,372,429
11637,2004-05-06,9,372,766
11638,2004-05-06,9,786,783
11639,2004-05-06,9,741,212
11640,2004-05-06,9,372,766
11641,2004-05-06,9,774,400
11642,2004-05-06,9,306,783
11643,2004-05-06,9,753,758
11644,2004-05-06,9,204,181
11645,2004-05-06,9,681,562
11646,2004-05-06,9,95,592
11647,2004-05-06,9,27,278
11648,2004-05-06,9,204,479
11649,2004-05-06,9,372,128
11650,2004-05-06,9,592,103
11651,2004-05-06,9,562,440
11652,2004-05-06,9,103,592
11653,2004-05-06,9,286,400
11654,2004-05-06,9,681,562
11655,2004-05-06,9,161,162
11656,2004-05-06,9,638,646
11657,2004-05-06,9,741,474
11658,2004-05-06,9,479,90
11659,2004-05-06,9,638,242
11660,2004-05-06,9,638,95
11661,2004-05-06,9,679,72
11662,2004-05-06,9,728,758
11663,2004-05-06,9,638,520
11664,2004-05-06,9,704,617
11665,2004-05-06,9,569,372
11666,2004-05-06,9,771,224
11667,2004-05-06,9,38,592
11668,2004-05-06,9,644,154
11669,2004-05-06,9,479,90
11670,2004-05-06,9,498,598
11671,2004-05-06,9,481,396
11672,2004-05-06,9,372,569
11673,2004-05-06,9,323,642
11674,2004-05-06,9,278,27
11675,2004-05-06,9,783,306
11676,2004-05-06,9,323,400
11677,2004-05-06,9,733,783
11678,2004-05-06,9,753,323
11679,2004-05-06,9,323,367
11680,2004-05-06,9,733,783
11681,2004-05-06,9,753,323
11682,2004-05-06,9,350,592
11683,2004-05-06,9,513,762
11684,2004-05-06,9,400,323
11685,2004-05-06,9,787,404
11686,2004-05-06,9,350,617
11687,2004-05-06,9,367,323
11688,2004-05-06,9,63,193
11689,2004-05-06,9,787,122
11690,2004-05-06,9,787,122
11691,2004-05-06,9,787,122
11692,2004-05-06,9,242,638
11693,2004-05-06,9,498,649
11694,2004-05-06,9,323,400
11695,2004-05-06,9,762,513
11696,2004-05-06,9,753,309
11697,2004-05-06,9,753,323
11698,2004-05-06,9,686,263
11699,2004-05-06,9,323,367
11700,2004-05-06,9,355,102
11701,2004-05-06,9,479,711
11702,2004-05-06,9,513,762
11703,2004-05-06,9,479,638
11704,2004-05-06,9,102,355
11705,2004-05-06,9,289,449
11706,2004-05-06,9,400,323
11707,2004-05-06,9,355,102
11708,2004-05-06,9,711,479
11709,2004-05-06,9,704,788
11710,2004-05-06,9,753,323
11711,2004-05-06,9,323,400
11712,2004-05-06,9,624,658
11713,2004-05-06,9,479,711
11714,2004-05-06,9,367,323
11715,2004-05-06,9,753,309
11716,2004-05-06,9,642,323
11717,2004-05-06,9,569,372
11718,2004-05-06,9,728,323
11719,2004-05-06,9,631,437
11720,2004-05-06,9,323,400
11721,2004-05-06,9,400,323
11722,2004-05-06,9,355,102
11723,2004-05-06,9,753,309
11724,2004-05-06,9,787,106
11725,2004-05-06,9,686,263
11726,2004-05-06,9,659,660
11727,2004-05-06,9,728,788
11728,2004-05-06,9,323,367
11729,2004-05-06,9,753,309
11730,2004-05-06,9,753,309
11731,2004-05-06,9,323,642
11732,2004-05-06,9,711,479
11733,2004-05-06,9,634,768
11734,2004-05-06,9,687,463
11735,2004-05-06,9,102,355
11736,2004-05-06,9,660,659
11737,2004-05-06,9,128,372
11738,2004-05-06,9,789,371
11739,2004-05-06,9,498,495
11740,2004-05-06,9,367,323
11741,2004-05-06,9,701,771
11742,2004-05-06,9,642,323
11743,2004-05-06,9,728,323
11744,2004-05-06,9,479,711
11745,2004-05-06,9,400,323
11746,2004-05-06,9,728,788
11747,2004-05-06,9,704,788
11748,2004-05-06,9,323,400
11749,2004-05-06,9,711,479
11750,2004-05-06,9,753,309
11751,2004-05-06,9,343,386
11752,2004-05-06,9,323,367
11753,2004-05-06,9,686,782
11754,2004-05-06,9,681,788
11755,2004-05-06,9,728,788
11756,2004-05-06,9,343,317
11757,2004-05-06,9,681,788
11758,2004-05-06,9,479,711
11759,2004-05-06,9,323,642
11760,2004-05-06,9,704,788
11761,2004-05-06,9,367,323
11762,2004-05-06,9,400,428
11763,2004-05-06,9,481,233
11764,2004-05-06,9,728,788
11765,2004-05-06,9,323,400
11766,2004-05-06,9,68,3
11767,2004-05-06,9,642,652
11768,2004-05-06,9,355,102
11769,2004-05-06,9,728,323
11770,2004-05-06,9,323,367
11771,2004-05-06,9,68,323
11772,2004-05-06,9,711,479
11773,2004-05-06,9,27,278
11774,2004-05-06,9,400,323
11775,2004-05-06,9,343,755
11776,2004-05-06,9,495,181
11777,2004-05-06,9,309,765
11778,2004-05-06,9,642,323
11779,2004-05-06,9,652,642
11780,2004-05-06,9,523,490
11781,2004-05-06,9,679,787
11782,2004-05-06,9,479,711
11783,2004-05-06,9,687,479
11784,2004-05-06,9,323,68
11785,2004-05-06,9,649,498
11786,2004-05-06,9,728,323
11787,2004-05-06,9,323,400
11788,2004-05-06,9,701,644
11789,2004-05-06,9,733,626
11790,2004-05-06,9,761,372
11791,2004-05-06,9,728,788
11792,2004-05-06,9,711,479
11793,2004-05-06,9,323,642
11794,2004-05-06,9,649,337
11795,2004-05-06,9,323,728
11796,2004-05-06,9,761,34
11797,2004-05-06,9,367,323
11798,2004-05-06,9,479,711
11799,2004-05-06,9,479,687
11800,2004-05-06,9,652,598
11801,2004-05-06,9,728,323
11802,2004-05-06,9,278,27
11803,2004-05-06,9,642,652
11804,2004-05-06,9,711,479
11805,2004-05-06,9,68,323
11806,2004-05-06,9,598,652
11807,2004-05-06,9,642,323
11808,2004-05-06,9,681,788
11809,2004-05-06,9,598,652
11810,2004-05-06,9,713,372
11811,2004-05-06,9,753,758
11812,2004-05-06,9,758,728
11813,2004-05-06,9,294,372
11814,2004-05-06,9,652,642
11815,2004-05-06,9,753,758
11816,2004-05-06,9,343,438
11817,2004-05-06,9,681,788
11818,2004-05-06,9,761,388
11819,2004-05-06,9,753,758
11820,2004-05-06,9,9,711
11821,2004-05-06,9,523,41
11822,2004-05-06,9,323,367
11823,2004-05-06,9,605,289
11824,2004-05-06,9,701,224
11825,2004-05-06,9,523,51
11826,2004-05-06,9,90,479
11827,2004-05-06,9,642,652
11828,2004-05-06,9,523,325
11829,2004-05-06,9,128,629
11830,2004-05-06,9,652,598
11831,2004-05-06,9,479,711
11832,2004-05-06,9,289,598
11833,2004-05-06,9,523,496
11834,2004-05-06,9,713,252
11835,2004-05-06,9,323,728
11836,2004-05-06,9,728,758
11837,2004-05-06,9,263,588
11838,2004-05-06,9,625,437
11839,2004-05-06,9,788,728
11840,2004-05-06,9,323,68
11841,2004-05-06,9,728,323
11842,2004-05-06,9,90,479
11843,2004-05-06,9,9,683
11844,2004-05-06,9,323,642
11845,2004-05-06,9,316,355
11846,2004-05-06,9,711,479
11847,2004-05-06,9,9,409
11848,2004-05-06,9,323,728
11849,2004-05-06,9,9,569
11850,2004-05-06,9,479,90
11851,2004-05-06,9,68,323
11852,2004-05-06,9,652,642
11853,2004-05-06,9,642,323
11854,2004-05-06,9,704,776
11855,2004-05-06,9,753,758
11856,2004-05-06,9,479,90
11857,2004-05-06,9,728,323
11858,2004-05-06,9,323,68
11859,2004-05-06,9,753,323
11860,2004-05-06,9,753,323
11861,2004-05-06,9,681,788
11862,2004-05-06,9,323,642
11863,2004-05-06,9,191,365
11864,2004-05-06,9,90,479
11865,2004-05-06,9,323,728
11866,2004-05-06,9,68,323
11867,2004-05-06,9,642,652
11868,2004-05-06,9,624,97
11869,2004-05-06,9,323,68
11870,2004-05-06,9,660,659
11871,2004-05-06,9,753,323
11872,2004-05-06,9,479,711
11873,2004-05-06,9,758,728
11874,2004-05-06,9,605,289
11875,2004-05-06,9,220,479
11876,2004-05-06,9,701,121
11877,2004-05-06,9,277,498
11878,2004-05-06,9,711,479
11879,2004-05-06,9,701,351
11880,2004-05-06,9,542,783
11881,2004-05-06,9,542,783
11882,2004-05-06,9,646,753
11883,2004-05-06,9,701,771
11884,2004-05-06,9,652,642
11885,2004-05-06,9,753,758
11886,2004-05-06,9,27,278
11887,2004-05-06,9,753,758
11888,2004-05-06,9,728,758
11889,2004-05-06,9,753,646
11890,2004-05-06,9,323,642
11891,2004-05-06,9,728,758
11892,2004-05-06,9,733,783
11893,2004-05-06,9,479,90
11894,2004-05-06,9,323,728
11895,2004-05-06,9,642,652
11896,2004-05-06,9,389,372
11897,2004-05-06,9,783,542
11898,2004-05-06,9,389,184
11899,2004-05-06,9,479,220
11900,2004-05-06,9,605,289
11901,2004-05-06,9,204,404
11902,2004-05-06,9,758,728
11903,2004-05-06,9,542,659
11904,2004-05-06,9,790,343
11905,2004-05-06,9,542,659
11906,2004-05-06,9,479,711
11907,2004-05-06,9,646,638
11908,2004-05-06,9,758,728
11909,2004-05-06,9,90,479
11910,2004-05-06,9,542,788
11911,2004-05-06,9,407,425
11912,2004-05-06,9,598,289
11913,2004-05-06,9,758,728
11914,2004-05-06,9,286,339
11915,2004-05-06,9,711,479
11916,2004-05-06,9,758,728
11917,2004-05-06,9,542,783
11918,2004-05-06,9,652,659
11919,2004-05-06,9,733,286
11920,2004-05-06,9,753,758
11921,2004-05-06,9,212,439
11922,2004-05-06,9,588,263
11923,2004-05-06,9,343,790
11924,2004-05-06,9,646,753
11925,2004-05-06,9,788,542
11926,2004-05-06,9,652,534
11927,2004-05-06,9,128,542
11928,2004-05-06,9,790,343
11929,2004-05-06,9,53,642
11930,2004-05-06,9,762,788
11931,2004-05-06,9,791,523
11932,2004-05-06,9,323,367
11933,2004-05-06,9,788,728
11934,2004-05-06,9,755,343
11935,2004-05-06,9,739,755
11936,2004-05-06,9,542,788
11937,2004-05-06,9,753,646
11938,2004-05-06,9,679,62
11939,2004-05-06,9,739,317
11940,2004-05-06,9,250,8
11941,2004-05-06,9,638,646
11942,2004-05-06,9,482,588
11943,2004-05-06,9,638,646
11944,2004-05-06,9,294,250
11945,2004-05-06,9,638,479
11946,2004-05-06,9,788,542
11947,2004-05-06,9,681,788
11948,2004-05-06,9,542,128
11949,2004-05-06,9,681,788
11950,2004-05-06,9,638,242
11951,2004-05-06,9,728,788
11952,2004-05-06,9,367,323
11953,2004-05-06,9,788,681
11954,2004-05-06,9,250,502
11955,2004-05-06,10,788,728
11956,2004-05-06,10,371,789
11957,2004-05-06,10,323,367
11958,2004-05-06,10,542,788
11959,2004-05-06,10,479,90
11960,2004-05-06,10,679,792
11961,2004-05-06,10,788,542
11962,2004-05-06,10,681,788
11963,2004-05-06,10,502,250
11964,2004-05-06,10,479,711
11965,2004-05-06,10,367,323
11966,2004-05-06,10,646,753
11967,2004-05-06,10,250,502
11968,2004-05-06,10,294,250
11969,2004-05-06,10,646,758
11970,2004-05-06,10,638,479
11971,2004-05-06,10,495,263
11972,2004-05-06,10,642,711
11973,2004-05-06,10,761,482
11974,2004-05-06,10,495,498
11975,2004-05-06,10,642,652
11976,2004-05-06,10,711,479
11977,2004-05-06,10,482,761
11978,2004-05-06,10,753,646
11979,2004-05-06,10,431,299
11980,2004-05-06,10,53,642
11981,2004-05-06,10,652,642
11982,2004-05-06,10,263,588
11983,2004-05-06,10,761,482
11984,2004-05-06,10,711,642
11985,2004-05-06,10,761,482
11986,2004-05-06,10,638,646
11987,2004-05-06,10,758,646
11988,2004-05-06,10,483,583
11989,2004-05-06,10,294,250
11990,2004-05-06,10,479,711
11991,2004-05-06,10,560,638
11992,2004-05-06,10,483,782
11993,2004-05-06,10,788,681
11994,2004-05-06,10,323,367
11995,2004-05-06,10,365,191
11996,2004-05-06,10,642,652
11997,2004-05-06,10,646,758
11998,2004-05-06,10,502,250
11999,2004-05-06,10,482,761
